sample	country	region	hdbcluster	reads	collection_year
Malawi.194_t1	Malawi	East Africa	3	Malawi.194	2011
Malawi.098_t1	Malawi	East Africa	2	Malawi.098	2011
Malawi.222_t1	Malawi	East Africa	2	Malawi.222	2011
Ghana.465_t1	Ghana	West Africa	2	Ghana.465	2013
Ghana.107_t1	Ghana	West Africa	2	Ghana.107	2010
Guinea.39_t1	Guinea	West Africa	2	Guinea.39	2011
DRC.019_t1	DRC	Central Africa	2	DRC.019	2013
Ghana.327_t1	Ghana	West Africa	2	Ghana.327	2013
Senegal.103_t1	Senegal	West Africa	2	Senegal.103	2008
Ghana.292_t1	Ghana	West Africa	2	Ghana.292	2012
Mali.03_t1	Mali	West Africa	2	Mali.03	2002
Mali.59_t1	Mali	West Africa	3	Mali.59	2007
DRC.092_t1	DRC	Central Africa	2	DRC.092	2013
Ghana.366_t2	Ghana	West Africa	2	Ghana.366	2012
Ghana.366_t2	Mali	West Africa	2	Mali.04	2002
Malawi.104_t1	Malawi	East Africa	2	Malawi.104	2011
Ghana.325_t2	Ghana	West Africa	2	Ghana.325	2012
Ghana.325_t2	Ghana	West Africa	2	Ghana.459	2013
DRC.044_t1	DRC	Central Africa	2	DRC.044	2013
Mali.02_t1	Mali	West Africa	2	Mali.02	2002
Ghana.273_t1	Ghana	West Africa	3	Ghana.273	2011
Ghana.286_t1	Ghana	West Africa	3	Ghana.286	2012
DRC.010_t1	DRC	Central Africa	2	DRC.010	2013
Ghana.141_t1	Ghana	West Africa	2	Ghana.141	2010
Mali.72_t1	Mali	West Africa	2	Mali.72	2007
Ghana.209_t2	Ghana	West Africa	2	Ghana.209	2011
Ghana.209_t2	Ghana	West Africa	2	Ghana.227	2011
Senegal.047_t1	Senegal	West Africa	2	Senegal.047	2010
Malawi.137_t2	Malawi	East Africa	2	Malawi.137	2011
Malawi.137_t2	Malawi	East Africa	2	Malawi.251	2011
Ghana.052_t1	Ghana	West Africa	2	Ghana.052	2009
Ghana.195_t7	Ghana	West Africa	2	Ghana.195	2011
Ghana.195_t7	Ghana	West Africa	2	Ghana.225	2011
Ghana.195_t7	Ghana	West Africa	2	Ghana.237	2011
Ghana.195_t7	Ghana	West Africa	2	Ghana.257	2011
Ghana.195_t7	Ghana	West Africa	2	Ghana.421	2013
Ghana.195_t7	Malawi	East Africa	2	Malawi.119	2011
Ghana.195_t7	Malawi	East Africa	2	Malawi.121	2011
Ghana.377_t4	Ghana	West Africa	2	Ghana.377	2012
Ghana.377_t4	Malawi	East Africa	2	Malawi.030	2011
Ghana.377_t4	Malawi	East Africa	2	Malawi.087	2011
Ghana.377_t4	Malawi	East Africa	2	Malawi.136	2011
Malawi.106_t1	Malawi	East Africa	2	Malawi.106	2011
Ghana.414_t1	Ghana	West Africa	2	Ghana.414	2013
DRC.068_t1	DRC	Central Africa	2	DRC.068	2013
Laos.62_t2	Laos	South East Asia	2	Laos.62	2012
Laos.62_t2	Laos	South East Asia	2	Laos.67	2012
Cambodia.100_t3	Cambodia	South East Asia	2	Cambodia.100	2010
Cambodia.100_t3	Cambodia	South East Asia	2	Cambodia.146	2010
Cambodia.100_t3	Cambodia	South East Asia	2	Cambodia.484	2012
Cambodia.169_t1	Cambodia	South East Asia	2	Cambodia.169	2010
Guinea.72_t1	Guinea	West Africa	2	Guinea.72	2011
Ghana.126_t1	Ghana	West Africa	2	Ghana.126	2010
Ghana.167_t1	Ghana	West Africa	2	Ghana.167	2010
Guinea.53_t2	Guinea	West Africa	2	Guinea.53	2011
Guinea.53_t2	Mali	West Africa	2	Mali.16	2010
Ghana.462_t1	Ghana	West Africa	2	Ghana.462	2013
DRC.026_t1	DRC	Central Africa	2	DRC.026	2013
Mali.79_t1	Mali	West Africa	2	Mali.79	2007
Ghana.198_t1	Ghana	West Africa	3	Ghana.198	2011
Senegal.054_t1	Senegal	West Africa	3	Senegal.054	2011
Malawi.247_t1	Malawi	East Africa	2	Malawi.247	2011
Guinea.40_t2	Guinea	West Africa	3	Guinea.40	2011
Guinea.40_t2	Malawi	East Africa	3	Malawi.233	2011
French_Guiana.05_t4	French_Guiana	South America	3	French_Guiana.05	2009
French_Guiana.05_t4	French_Guiana	South America	3	French_Guiana.08	2010
French_Guiana.05_t4	Ghana	West Africa	3	Ghana.472	2013
French_Guiana.05_t4	Mali	West Africa	3	Mali.07	2002
Malawi.173_t1	Malawi	East Africa	2	Malawi.173	2011
Malawi.201_t1	Malawi	East Africa	2	Malawi.201	2011
Malawi.060_t1	Malawi	East Africa	2	Malawi.060	2011
Gambia.41_t1	Gambia	West Africa	2	Gambia.41	2008
Malawi.258_t1	Malawi	East Africa	2	Malawi.258	2011
Ghana.386_t1	Ghana	West Africa	2	Ghana.386	2013
Ghana.124_t1	Ghana	West Africa	2	Ghana.124	2010
Cambodia.444_t6	Cambodia	South East Asia	2	Cambodia.444	2012
Cambodia.444_t6	Cambodia	South East Asia	2	Cambodia.445	2012
Cambodia.444_t6	Laos	South East Asia	2	Laos.53	2011
Cambodia.444_t6	Laos	South East Asia	2	Laos.85	2012
Cambodia.444_t6	Thailand	South East Asia	2	Thailand.211	2008
Cambodia.444_t6	K1	Lab	2	K1	"NA"
Ghana.363_t1	Ghana	West Africa	2	Ghana.363	2012
Ghana.432_t2	Ghana	West Africa	2	Ghana.432	2013
Ghana.432_t2	Uganda	East Africa	2	Uganda.6	2007
Bangladesh.06_t11	Bangladesh	South East Asia	2	Bangladesh.06	2012
Bangladesh.06_t11	Cambodia	South East Asia	2	Cambodia.159	2010
Bangladesh.06_t11	Cambodia	South East Asia	2	Cambodia.305	2011
Bangladesh.06_t11	Cambodia	South East Asia	2	Cambodia.328	2011
Bangladesh.06_t11	Myanmar	South East Asia	2	Myanmar.11	2012
Bangladesh.06_t11	Myanmar	South East Asia	2	Myanmar.19	2012
Bangladesh.06_t11	Myanmar	South East Asia	2	Myanmar.40	2012
Bangladesh.06_t11	Myanmar	South East Asia	2	Myanmar.45	2012
Bangladesh.06_t11	Thailand	South East Asia	2	Thailand.036	2012
Bangladesh.06_t11	Thailand	South East Asia	2	Thailand.087	2012
Bangladesh.06_t11	Thailand	South East Asia	2	Thailand.203	2008
Senegal.006_t1	Senegal	West Africa	2	Senegal.006	2001
Gambia.56_t3	Gambia	West Africa	2	Gambia.56	2008
Gambia.56_t3	Ghana	West Africa	2	Ghana.039	2009
Gambia.56_t3	Ghana	West Africa	2	Ghana.401	2013
DRC.077_t1	DRC	Central Africa	2	DRC.077	2013
Ghana.403_t1	Ghana	West Africa	3	Ghana.403	2013
Mali.39_t1	Mali	West Africa	3	Mali.39	2007
Ghana.009_t1	Ghana	West Africa	2	Ghana.009	2009
Malawi.240_t2	Malawi	East Africa	2	Malawi.240	2011
Malawi.240_t2	Mali	West Africa	2	Mali.28	2007
DRC.004_t5	DRC	Central Africa	2	DRC.004	2013
DRC.004_t5	DRC	Central Africa	2	DRC.107	2013
DRC.004_t5	Ghana	West Africa	2	Ghana.012	2009
DRC.004_t5	Ghana	West Africa	2	Ghana.058	2009
DRC.004_t5	Guinea	West Africa	2	Guinea.21	2011
Malawi.142_t1	Malawi	East Africa	2	Malawi.142	2011
Gambia.34_t1	Gambia	West Africa	2	Gambia.34	2008
Malawi.123_t1	Malawi	East Africa	2	Malawi.123	2011
Ghana.349_t1	Ghana	West Africa	2	Ghana.349	2012
Malawi.237_t1	Malawi	East Africa	2	Malawi.237	2011
Thailand.012_t1	Thailand	South East Asia	2	Thailand.012	2011
Thailand.004_t2	Thailand	South East Asia	2	Thailand.004	2011
Thailand.004_t2	Thailand	South East Asia	2	Thailand.094	2012
Cambodia.122_t2	Cambodia	South East Asia	2	Cambodia.122	2010
Cambodia.122_t2	Cambodia	South East Asia	2	Cambodia.199	2011
PfHB3_01_t1	PfHB3_01	Lab	2	PfHB3_01	"NA"
PfHB3_12_t1	PfHB3_12	Lab	2	PfHB3_12	"NA"
Malawi.065_t1	Malawi	East Africa	2	Malawi.065	2011
DRC.086_t2	DRC	Central Africa	2	DRC.086	2013
DRC.086_t2	DRC	Central Africa	2	DRC.099	2013
Ghana.425_t1	Ghana	West Africa	2	Ghana.425	2013
Bangladesh.21_t1	Bangladesh	South East Asia	2	Bangladesh.21	2012
Ghana.380_t1	Ghana	West Africa	2	Ghana.380	2012
Ghana.330_t1	Ghana	West Africa	2	Ghana.330	2013
Ghana.347_t1	Ghana	West Africa	2	Ghana.347	2012
Malawi.021_t1	Malawi	East Africa	2	Malawi.021	2011
Cambodia.489_t8	Cambodia	South East Asia	2	Cambodia.489	2012
Cambodia.489_t8	Laos	South East Asia	2	Laos.76	2012
Cambodia.489_t8	Myanmar	South East Asia	2	Myanmar.57	2012
Cambodia.489_t8	Myanmar	South East Asia	2	Myanmar.58	2012
Cambodia.489_t8	Myanmar	South East Asia	2	Myanmar.64	2012
Cambodia.489_t8	Thailand	South East Asia	2	Thailand.029	2011
Cambodia.489_t8	Thailand	South East Asia	2	Thailand.095	2012
Cambodia.489_t8	Thailand	South East Asia	2	Thailand.096	2012
Malawi.108_t1	Malawi	East Africa	2	Malawi.108	2011
Bangladesh.07_t1	Bangladesh	South East Asia	2	Bangladesh.07	2012
Ghana.017_t5	Ghana	West Africa	2	Ghana.017	2009
Ghana.017_t5	Ghana	West Africa	2	Ghana.150	2010
Ghana.017_t5	Senegal	West Africa	2	Senegal.015	2009
Ghana.017_t5	Senegal	West Africa	2	Senegal.056	2009
Ghana.017_t5	Senegal	West Africa	2	Senegal.099	2008
Ghana.001_t2	Ghana	West Africa	2	Ghana.001	2009
Ghana.001_t2	Mali	West Africa	2	Mali.05	2002
Cambodia.223_t7	Cambodia	South East Asia	2	Cambodia.223	2011
Cambodia.223_t7	Cambodia	South East Asia	2	Cambodia.300	2011
Cambodia.223_t7	Cambodia	South East Asia	2	Cambodia.306	2011
Cambodia.223_t7	Cambodia	South East Asia	2	Cambodia.436	2012
Cambodia.223_t7	Cambodia	South East Asia	2	Cambodia.438	2012
Cambodia.223_t7	Cambodia	South East Asia	2	Cambodia.479	2012
Cambodia.223_t7	Cambodia	South East Asia	2	Cambodia.483	2012
Cambodia.152_t26	Cambodia	South East Asia	2	Cambodia.152	2010
Cambodia.152_t26	Cambodia	South East Asia	2	Cambodia.157	2010
Cambodia.152_t26	Cambodia	South East Asia	2	Cambodia.216	2011
Cambodia.152_t26	Cambodia	South East Asia	2	Cambodia.318	2011
Cambodia.152_t26	Cambodia	South East Asia	2	Cambodia.391	2011
Cambodia.152_t26	Laos	South East Asia	2	Laos.68	2012
Cambodia.152_t26	Myanmar	South East Asia	2	Myanmar.20	2012
Cambodia.152_t26	Myanmar	South East Asia	2	Myanmar.21	2012
Cambodia.152_t26	Myanmar	South East Asia	2	Myanmar.32	2012
Cambodia.152_t26	Thailand	South East Asia	2	Thailand.034	2011
Cambodia.152_t26	Thailand	South East Asia	2	Thailand.057	2011
Cambodia.152_t26	Thailand	South East Asia	2	Thailand.196	2008
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.003	2011
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.006	2011
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.009	2011
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.049	2011
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.052	2011
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.053	2011
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.071	2012
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.072	2012
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.073	2012
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.075	2012
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.079	2012
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.082	2012
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.084	2012
Cambodia.152_t26	Viet_Nam	South East Asia	2	Viet_Nam.087	2012
Myanmar.15_t2	Myanmar	South East Asia	2	Myanmar.15	2012
Myanmar.15_t2	Myanmar	South East Asia	2	Myanmar.34	2012
Ghana.211_t1	Ghana	West Africa	2	Ghana.211	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.008	2012
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.015	2013
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.020	2013
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.025	2013
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.034	2013
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.043	2013
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.046	2013
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.071	2013
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.076	2009
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.079	2009
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.092	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.114	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.115	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.117	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.118	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.119	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.130	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.137	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.139	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.140	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.142	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.170	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.171	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.174	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.176	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.185	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.187	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.194	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.201	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.202	2009
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.206	2009
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.207	2010
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.208	2009
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.227	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.232	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.234	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.251	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.252	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.257	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.263	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.275	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.282	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.301	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.349	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.350	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.355	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.359	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.362	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.363	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.368	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.382	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.421	2011
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.476	2012
Cambodia.008_t104	Cambodia	South East Asia	2	Cambodia.486	2012
Cambodia.008_t104	Laos	South East Asia	2	Laos.35	2011
Cambodia.008_t104	Laos	South East Asia	2	Laos.86	2012
Cambodia.008_t104	Myanmar	South East Asia	2	Myanmar.43	2012
Cambodia.008_t104	Myanmar	South East Asia	2	Myanmar.47	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.009	2011
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.013	2011
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.017	2011
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.021	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.022	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.023	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.031	2011
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.035	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.061	2011
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.069	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.070	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.076	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.080	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.082	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.099	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.120	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.123	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.125	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.149	2011
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.150	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.155	2013
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.156	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.158	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.160	2013
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.167	2014
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.178	2008
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.184	2014
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.191	2008
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.193	2008
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.201	2008
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.217	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.223	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.225	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.229	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.233	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.234	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.254	2012
Cambodia.008_t104	Thailand	South East Asia	2	Thailand.258	2014
Cambodia.008_t104	Viet_Nam	South East Asia	2	Viet_Nam.004	2011
Cambodia.008_t104	Viet_Nam	South East Asia	2	Viet_Nam.022	2011
Cambodia.008_t104	Viet_Nam	South East Asia	2	Viet_Nam.036	2011
Cambodia.008_t104	Viet_Nam	South East Asia	2	Viet_Nam.037	2011
Cambodia.008_t104	Viet_Nam	South East Asia	2	Viet_Nam.045	2011
Cambodia.008_t104	Viet_Nam	South East Asia	2	Viet_Nam.046	2011
Cambodia.008_t104	Viet_Nam	South East Asia	2	Viet_Nam.063	2011
Cambodia.008_t104	Viet_Nam	South East Asia	2	Viet_Nam.099	2011
Ghana.093_t9	Ghana	West Africa	2	Ghana.093	2010
Ghana.093_t9	Ghana	West Africa	2	Ghana.234	2011
Ghana.093_t9	Ghana	West Africa	2	Ghana.353	2012
Ghana.093_t9	Ghana	West Africa	2	Ghana.449	2013
Ghana.093_t9	Ghana	West Africa	2	Ghana.487	2011
Ghana.093_t9	Guinea	West Africa	2	Guinea.10	2011
Ghana.093_t9	Guinea	West Africa	2	Guinea.33	2011
Ghana.093_t9	Senegal	West Africa	2	Senegal.029	2010
Ghana.093_t9	Senegal	West Africa	2	Senegal.042	2010
Cambodia.131_t1	Cambodia	South East Asia	2	Cambodia.131	2010
Bangladesh.45_t1	Bangladesh	South East Asia	2	Bangladesh.45	2012
Laos.80_t1	Laos	South East Asia	2	Laos.80	2012
DRC.089_t2	DRC	Central Africa	3	DRC.089	2013
DRC.089_t2	Ghana	West Africa	3	Ghana.287	2012
Ghana.191_t1	Ghana	West Africa	2	Ghana.191	2011
Ghana.299_t1	Ghana	West Africa	2	Ghana.299	2012
Mali.26_t1	Mali	West Africa	2	Mali.26	2007
Malawi.022_t1	Malawi	East Africa	2	Malawi.022	2011
Malawi.245_t1	Malawi	East Africa	2	Malawi.245	2011
Ghana.217_t8	Ghana	West Africa	2	Ghana.217	2011
Ghana.217_t8	Ghana	West Africa	2	Ghana.445	2013
Ghana.217_t8	Mali	West Africa	2	Mali.37	2007
Ghana.217_t8	Senegal	West Africa	2	Senegal.008	2002
Ghana.217_t8	Senegal	West Africa	2	Senegal.016	2011
Ghana.217_t8	Senegal	West Africa	2	Senegal.023	2009
Ghana.217_t8	Senegal	West Africa	2	Senegal.046	2010
Ghana.217_t8	Senegal	West Africa	2	Senegal.077	2011
Ghana.113_t1	Ghana	West Africa	2	Ghana.113	2010
Malawi.025_t1	Malawi	East Africa	2	Malawi.025	2011
DRC.006_t2	DRC	Central Africa	2	DRC.006	2013
DRC.006_t2	DRC	Central Africa	2	DRC.073	2013
Myanmar.12_t6	Myanmar	South East Asia	1	Myanmar.12	2012
Myanmar.12_t6	Myanmar	South East Asia	1	Myanmar.18	2012
Myanmar.12_t6	Myanmar	South East Asia	1	Myanmar.42	2012
Myanmar.12_t6	Thailand	South East Asia	1	Thailand.137	2012
Myanmar.12_t6	Thailand	South East Asia	1	Thailand.138	2012
Myanmar.12_t6	Thailand	South East Asia	1	Thailand.142	2012
Cambodia.160_t2	Cambodia	South East Asia	2	Cambodia.160	2010
Cambodia.160_t2	Cambodia	South East Asia	2	Cambodia.371	2011
Ghana.055_t1	Ghana	West Africa	2	Ghana.055	2009
Ghana.433_t1	Ghana	West Africa	2	Ghana.433	2013
Malawi.006_t3	Malawi	East Africa	2	Malawi.006	2011
Malawi.006_t3	Malawi	East Africa	2	Malawi.231	2011
Malawi.006_t3	EF614231	Lab	2	EF614231	"NA"
Ghana.314_t5	Ghana	West Africa	2	Ghana.314	2012
Ghana.314_t5	Malawi	East Africa	2	Malawi.152	2011
Ghana.314_t5	Malawi	East Africa	2	Malawi.200	2011
Ghana.314_t5	Malawi	East Africa	2	Malawi.210	2011
Ghana.314_t5	Malawi	East Africa	2	Malawi.226	2011
Ghana.397_t1	Ghana	West Africa	2	Ghana.397	2013
Malawi.132_t1	Malawi	East Africa	2	Malawi.132	2011
Senegal.055_t1	Senegal	West Africa	1	Senegal.055	2010
Bangladesh.11_t27	Bangladesh	South East Asia	1	Bangladesh.11	2012
Bangladesh.11_t27	Cambodia	South East Asia	1	Cambodia.166	2010
Bangladesh.11_t27	Cambodia	South East Asia	1	Cambodia.295	2011
Bangladesh.11_t27	Cambodia	South East Asia	1	Cambodia.319	2011
Bangladesh.11_t27	Cambodia	South East Asia	1	Cambodia.383	2011
Bangladesh.11_t27	Laos	South East Asia	1	Laos.26	2011
Bangladesh.11_t27	Laos	South East Asia	1	Laos.33	2011
Bangladesh.11_t27	Laos	South East Asia	1	Laos.58	2012
Bangladesh.11_t27	Laos	South East Asia	1	Laos.59	2012
Bangladesh.11_t27	Laos	South East Asia	1	Laos.83	2012
Bangladesh.11_t27	Myanmar	South East Asia	1	Myanmar.01	2011
Bangladesh.11_t27	Myanmar	South East Asia	1	Myanmar.07	2011
Bangladesh.11_t27	Myanmar	South East Asia	1	Myanmar.33	2012
Bangladesh.11_t27	Myanmar	South East Asia	1	Myanmar.36	2012
Bangladesh.11_t27	Myanmar	South East Asia	1	Myanmar.54	2012
Bangladesh.11_t27	Myanmar	South East Asia	1	Myanmar.65	2013
Bangladesh.11_t27	Thailand	South East Asia	1	Thailand.016	2011
Bangladesh.11_t27	Thailand	South East Asia	1	Thailand.033	2011
Bangladesh.11_t27	Thailand	South East Asia	1	Thailand.204	2008
Bangladesh.11_t27	Thailand	South East Asia	1	Thailand.210	2008
Bangladesh.11_t27	Thailand	South East Asia	1	Thailand.230	2012
Bangladesh.11_t27	Thailand	South East Asia	1	Thailand.231	2012
Bangladesh.11_t27	Thailand	South East Asia	1	Thailand.251	2012
Bangladesh.11_t27	Thailand	South East Asia	1	Thailand.252	2012
Bangladesh.11_t27	Viet_Nam	South East Asia	1	Viet_Nam.014	2011
Bangladesh.11_t27	Viet_Nam	South East Asia	1	Viet_Nam.035	2011
Bangladesh.11_t27	Viet_Nam	South East Asia	1	Viet_Nam.047	2011
Bangladesh.32_t16	Bangladesh	South East Asia	2	Bangladesh.32	2012
Bangladesh.32_t16	Bangladesh	South East Asia	2	Bangladesh.39	2012
Bangladesh.32_t16	Myanmar	South East Asia	2	Myanmar.13	2012
Bangladesh.32_t16	Myanmar	South East Asia	2	Myanmar.17	2012
Bangladesh.32_t16	Myanmar	South East Asia	2	Myanmar.52	2012
Bangladesh.32_t16	Myanmar	South East Asia	2	Myanmar.61	2012
Bangladesh.32_t16	Myanmar	South East Asia	2	Myanmar.62	2012
Bangladesh.32_t16	Thailand	South East Asia	2	Thailand.002	2011
Bangladesh.32_t16	Thailand	South East Asia	2	Thailand.066	2012
Bangladesh.32_t16	Thailand	South East Asia	2	Thailand.075	2012
Bangladesh.32_t16	Thailand	South East Asia	2	Thailand.103	2011
Bangladesh.32_t16	Thailand	South East Asia	2	Thailand.122	2012
Bangladesh.32_t16	Thailand	South East Asia	2	Thailand.189	2008
Bangladesh.32_t16	Thailand	South East Asia	2	Thailand.195	2008
Bangladesh.32_t16	Thailand	South East Asia	2	Thailand.207	2008
Bangladesh.32_t16	Thailand	South East Asia	2	Thailand.206	2008
Malawi.009_t1	Malawi	East Africa	2	Malawi.009	2011
Ghana.139_t1	Ghana	West Africa	2	Ghana.139	2010
DRC.087_t6	DRC	Central Africa	2	DRC.087	2013
DRC.087_t6	Ghana	West Africa	2	Ghana.069	2009
DRC.087_t6	Ghana	West Africa	2	Ghana.119	2010
DRC.087_t6	Ghana	West Africa	2	Ghana.224	2011
DRC.087_t6	Ghana	West Africa	2	Ghana.342	2012
DRC.087_t6	Guinea	West Africa	2	Guinea.95	2011
Mali.68_t1	Mali	West Africa	2	Mali.68	2007
Ghana.451_t1	Ghana	West Africa	2	Ghana.451	2013
Ghana.300_t1	Ghana	West Africa	2	Ghana.300	2012
Ghana.454_t1	Ghana	West Africa	2	Ghana.454	2013
Malawi.023_t1	Malawi	East Africa	2	Malawi.023	2011
DRC.110_t3	DRC	Central Africa	2	DRC.110	2013
DRC.110_t3	Ghana	West Africa	2	Ghana.201	2011
DRC.110_t3	Mali	West Africa	2	Mali.42	2007
DRC.055_t1	DRC	Central Africa	2	DRC.055	2013
Malawi.112_t1	Malawi	East Africa	2	Malawi.112	2011
Malawi.183_t2	Malawi	East Africa	2	Malawi.183	2011
Malawi.183_t2	Malawi	East Africa	2	Malawi.256	2011
DRC.020_t1	DRC	Central Africa	2	DRC.020	2013
Ghana.478_t1	Ghana	West Africa	3	Ghana.478	2013
Mali.47_t1	Mali	West Africa	2	Mali.47	2007
Ghana.419_t1	Ghana	West Africa	3	Ghana.419	2013
Nigeria.3_t1	Nigeria	West Africa	3	Nigeria.3	2012
DRC.016_t1	DRC	Central Africa	3	DRC.016	2013
Ghana.013_t2	Ghana	West Africa	2	Ghana.013	2009
Ghana.013_t2	Mali	West Africa	2	Mali.23	2007
